ref	sent.word	text	word	norm	lemma	pos	analysis	gloss
29.03.036	198.07	νῦν	νῦν	νῦν	νῦν	adverb	-	now at this very time
29.03.037	198.08	δὲ	δὲ	δέ	δέ	particle	-	but
29.03.038	198.09	μονομάχος,	μονομάχος	μονομάχος	μονομάχος	adjective	NSZ	fighting in single combat; gladiator
29.03.039	198.10	εἶτα	εἶτα	εἶτα	εἶτα	adverb	-	then, next
29.03.040	198.11	ῥήτωρ,	ῥήτωρ	ῥήτωρ	ῥήτωρ	noun	NSM	a public speaker, pleader
29.03.041	198.12	εἶτα	εἶτα	εἶτα	εἶτα	adverb	-	then, next
29.03.042	198.13	φιλόσοφος,	φιλόσοφος	φιλόσοφος	φιλόσοφος	noun	NSM	a lover of wisdom
29.03.043	198.14	ὅλῃ	ὅλῃ	ὅλῃ	ὅλος	adjective	DSF	whole, entire, complete in all its parts
29.03.044	198.15	δὲ	δὲ	δέ	δέ	particle	-	but
29.03.045	198.16	τῇ	τῇ	τῇ	ὁ	article	DSF	the
29.03.046	198.17	ψυχῇ	ψυχῇ	ψυχῇ	ψυχή	noun	DSF	breath, soul
29.03.047	198.18	οὐδέν:	οὐδέν	οὐδέν	οὐδείς	pronoun	SSN	not one, nobody
29.03.048	199.01	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
29.03.049	199.02	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
29.03.050	199.03	πίθηκος	πίθηκος	πίθηκος	πίθηκος	noun	NSM	an ape, monkey
29.03.051	199.04	πᾶσαν	πᾶσαν	πᾶσαν	πᾶς	adjective	ASF	all, the whole
29.03.052	199.05	θέαν,	θέαν	θέαν	θέα	noun	ASF	a seeing, looking at, view
29.03.053	199.06	ἣν	ἣν	ἥν	ὅς	pronoun	ASF	who, that, which: relative pronoun
29.03.054	199.07	ἂν	ἂν	ἄν	ἄν	particle	-	modal particle
29.03.055	199.08	ἴδῃς,	ἴδῃς	ἴδῃς	εἶδον	verb	AAS.2S	to see
29.03.056	199.09	μιμῇ	μιμῇ	μιμῇ	μιμέομαι	verb	PMS.2S^PMI.2S	to mimic, imitate, represent, portray
29.03.057	199.10	καὶ	καὶ	καί	καί	conjunction	-	and, also
29.03.058	199.11	ἄλλο	ἄλλο	ἄλλο	ἄλλος	adjective	SSN	other, another
29.03.059	199.12	ἐξ	ἐξ	ἐκ@	ἐκ	preposition	-	from out of
29.03.060	199.13	ἄλλου	ἄλλου	ἄλλου	ἄλλος	adjective	GSN^GSM	other, another
29.03.061	199.14	σοι	σοι	σοι	σύ	pronoun	DS-2	you (personal pronoun)
29.03.062	199.15	ἀρέσκει.	ἀρέσκει	ἀρέσκει	ἀρέσκω	verb	PMI.2S^PAI.3S	(to make good, make up), to please
29.03.063	200.01	οὐ	οὐ	οὐ	οὐ	adverb	-	not
29.03.064	200.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
29.03.065	200.03	μετὰ	μετὰ	μετά	μετά	preposition	-	(w gen) with, among; (w acc) after
29.03.066	200.04	σκέψεως	σκέψεως	σκέψεως	σκέψις	noun	GSF	a viewing, perception by the senses
29.03.067	200.05	ἦλθες	ἦλθες	ἦλθες	ἔρχομαι	verb	AAI.2S	to come
29.03.068	200.06	ἐπί	ἐπί	ἐπί	ἐπί	preposition	-	on, upon with gen., dat., and acc.
29.03.069	200.07	τι	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
29.03.070	200.08	οὐδὲ	οὐδὲ	οὐδέ	οὐδέ	particle	-	and/but not; not even
29.03.071	200.09	περιοδεύσας,	περιοδεύσας	περιοδεύσας	περιοδεύω	verb	AAP.NS-^AAP.NS-	to go all round
29.03.072	200.10	ἀλλ’	ἀλλ’	ἀλλά	ἀλλά	adverb	-	otherwise, but
29.03.073	200.11	εἰκῇ	εἰκῇ	εἰκῇ	εἰκῇ	adverb	-	without plan
29.03.074	200.12	καὶ	καὶ	καί	καί	conjunction	-	and, also
29.03.075	200.13	κατὰ	κατὰ	κατά	κατά	preposition	-	down, against with gen.; according to, throughout with acc.
29.03.076	200.14	ψυχρὰν	ψυχρὰν	ψυχράν	ψυχρός	adjective	ASF	cold, chill
29.03.077	200.15	ἐπιθυμίαν.	ἐπιθυμίαν	ἐπιθυμίαν	ἐπιθυμία	noun	ASF	desire, yearning, longing
29.04.001	201.01	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
29.04.002	201.02	θεασάμενοί	θεασάμενοί	θεασάμενοί	θεάομαι	verb	AMP.NP-^AMP.NP-	to look on, gaze at, view, behold
29.04.003	201.03	τινες	τινες	τινες	τις	pronoun	NPZ	any one, any thing, some one, some thing;
29.04.004	201.04	φιλόσοφον	φιλόσοφον	φιλόσοφον	φιλόσοφος	noun	ASM	a lover of wisdom
29.04.005	201.05	καὶ	καὶ	καί	καί	conjunction	-	and, also
29.04.006	201.06	ἀκούσαντες	ἀκούσαντες	ἀκούσαντες	ἀκούω	verb	AAP.NP-	to hear
29.04.007	201.07	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
29.04.008	201.08	τινὸς	τινὸς	τινός	τις	pronoun	GS-	any one, any thing, some one, some thing;
29.04.009	201.09	λέγοντος,	λέγοντος	λέγοντος	λέγω	verb	PAP.GS-	to say, tell, speak; epic and arch.: pick, gather
29.04.010	201.10	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
29.04.011	201.11	Εὐφράτης	Εὐφράτης	Εὐφράτης	Εὐφράτης	proper	NSM	the river Euphrates
29.04.012	201.12	λέγει	λέγει	λέγει	λέγω	verb	PMI.2S^PAI.3S	to say, tell, speak; epic and arch.: pick, gather
29.04.013	201.13	(καίτοι	καίτοι	καίτοι	καίτοι	particle	-	and indeed, and further; and yet
29.04.014	201.14	τίς	τίς	τίς	τίς	pronoun	NSZ	who? which?
29.04.015	201.15	οὕτω	οὕτω	οὕτω(ς)	οὕτως	adverb	-	so, in this manner
29.04.016	201.16	δύναται	δύναται	δύναται	δύναμαι	verb	PMI.3S	to be able, capable, strong enough
29.04.017	201.17	εἰπεῖν,	εἰπεῖν	εἰπεῖν	εἶπον	verb	AAN	to speak, say
29.04.018	201.18	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
29.04.019	201.19	ἐκεῖνος;),	ἐκεῖνος	ἐκεῖνος	ἐκεῖνος	pronoun	NSM	that over there, that
29.05.001	202.02	θέλουσι	θέλουσι	θέλουσι	ἐθέλω	verb	PAP.DP-^PAI.3P	to will, wish, purpose
29.05.002	202.03	καὶ	καὶ	καί	καί	conjunction	-	and, also
29.05.003	202.04	αὐτοὶ	αὐτοὶ	αὐτοί	αὐτός	pronoun	NPM	unemph. 3rd pers.pronoun; -self; [the] same
29.05.004	202.05	φιλοσοφεῖν.	φιλοσοφεῖν	φιλοσοφεῖν	φιλοσοφέω	verb	PAN	to love knowledge, pursue it, philosophise
29.05.005	203.01	ἄνθρωπε,	ἄνθρωπε	ἄνθρωπε	ἄνθρωπος	noun	VSM	man, person, human
29.05.006	203.02	πρῶτον	πρῶτον	πρῶτον	πρότερος	adjective	ASM^SSN	before, earlier
29.05.007	203.03	ἐπίσκεψαι,	ἐπίσκεψαι	ἐπίσκεψαι	ἐπισκέπτομαι	verb	AMD.2S	inspect, observe
29.05.008	203.04	ὁποῖόν	ὁποῖόν	ὁποῖόν	ὁποῖος	adjective	ASM^SSN	of what sort
29.05.009	203.05	ἐστι	ἐστι	ἐστί(ν)	εἰμί	verb	PAI.3S	to be
29.05.010	203.06	τὸ	τὸ	τό	ὁ	article	SSN	the
29.05.011	203.07	πρᾶγμα:	πρᾶγμα	πρᾶγμα	πρᾶγμα	noun	SSN	that which has been done, a deed, act
29.05.012	204.01	εἶτα	εἶτα	εἶτα	εἶτα	adverb	-	then, next
29.05.013	204.02	καὶ	καὶ	καί	καί	conjunction	-	and, also
29.05.014	204.03	τὴν	τὴν	τήν	ὁ	article	ASF	the
29.05.015	204.04	σεαυτοῦ	σεαυτοῦ	σεαυτοῦ	σαυτοῦ	pronoun	GSY^GSN^GSM	-
29.05.016	204.05	φύσιν	φύσιν	φύσιν	φύσις	noun	ASF	the nature, natural qualities, powers, constitution, condition
29.05.017	204.06	κατάμαθε,	κατάμαθε	κατάμαθε	καταμανθάνω	verb	AAD.2S^AAI.3S	to observe well, examine closely
29.05.018	204.07	εἰ	εἰ	εἰ	εἰ	conjunction	-	conj. if, whether; part. w/wishes, adv. w/imperatives
29.05.019	204.08	δύνασαι	δύνασαι	δύνασαι	δύναμαι	verb	PMI.2S	to be able, capable, strong enough
29.05.020	204.09	βαστάσαι.	βαστάσαι	βαστάσαι	βαστάζω	verb	FAP.DS-^AAN^AAO.3S	to lift, lift up, raise
29.05.021	205.01	πένταθλος	πένταθλος	πένταθλος	πένταθλος	noun	NSM	one who practises the pentathlon
29.05.022	205.02	εἶναι	εἶναι	εἶναι	εἰμί	verb	PAN	to be
29.05.023	205.03	βούλει	βούλει	βούλει	βούλομαι	verb	PMI.2S	to will, wish, be willing
29.05.024	205.04	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.05.025	205.05	παλαιστής;	παλαιστής	παλαιστής	παλαιστής	noun	NSM	a wrestler
29.05.026	206.01	ἴδε	ἴδε	ἴδε	εἶδον	verb	AAD.2S^AAI.3S	to see
29.05.027	206.02	σεαυτοῦ	σεαυτοῦ	σεαυτοῦ	σαυτοῦ	pronoun	GSY^GSN^GSM	-
29.05.028	206.03	τοὺς	τοὺς	τούς	ὁ	article	APM	the
29.05.029	206.04	βραχίονας,	βραχίονας	βραχίονας	βραχίων	adjective	APM	the arm
29.05.030	206.05	τοὺς	τοὺς	τούς	ὁ	article	APM	the
29.05.031	206.06	μηρούς,	μηρούς	μηρούς	μηρός	noun	APM	the thigh
29.05.032	206.07	τὴν	τὴν	τήν	ὁ	article	ASF	the
29.05.033	206.08	ὀσφὺν	ὀσφὺν	ὀσφύν	ὀσφύς	noun	ASF^ASF	the loin
29.05.034	206.09	κατάμαθε.	κατάμαθε	κατάμαθε	καταμανθάνω	verb	AAD.2S^AAI.3S	to observe well, examine closely
29.06.001	207.01	ἄλλος	ἄλλος	ἄλλος	ἄλλος	adjective	NSM	other, another
29.06.002	207.02	γὰρ	γὰρ	γάρ	γάρ	particle	-	for
29.06.003	207.03	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
29.06.004	207.04	ἄλλο	ἄλλο	ἄλλο	ἄλλος	adjective	SSN	other, another
29.06.005	207.05	πέφυκε.	πέφυκε	πέφυκε	φύω	verb	XAD.2S^XAI.3S	to bring forth, produce, put forth
29.06.006	208.01	δοκεῖς,	δοκεῖς	δοκεῖς	δοκέω	verb	PAI.2S	seem, impers. it seems best..
29.06.007	208.02	ὅτι	ὅτι	ὅτι	ὅστις	pronoun	SSN	indef. relative or indirect interrogative
29.06.008	208.03	ταῦτα	ταῦτα	ταῦτα	οὗτος	pronoun	SPN	this; that
29.06.009	208.04	ποιῶν	ποιῶν	ποιῶν	ποιέω	verb	PAP.NS-	to make, to do
29.06.010	208.05	ὡσαύτως	ὡσαύτως	ὡσαύτως	ὡσαύτως	adverb	-	in like manner, just so
29.06.011	208.06	δύνασαι	δύνασαι	δύνασαι	δύναμαι	verb	PMI.2S	to be able, capable, strong enough
29.06.012	208.07	ἐσθίειν,	ἐσθίειν	ἐσθίειν	ἐσθίω	verb	PAN	to eat
29.06.013	208.08	ὡσαύτως	ὡσαύτως	ὡσαύτως	ὡσαύτως	adverb	-	in like manner, just so
29.06.014	208.09	πίνειν,	πίνειν	πίνειν	πίνω	verb	PAN	to drink
29.06.015	208.10	ὁμοίως	ὁμοίως	ὁμοίως	ὅμοιος	adjective	---^APM^---^APZ	like, resembling
29.06.016	208.11	ὀρέγεσθαι,	ὀρέγεσθαι	ὀρέγεσθαι	ὀρέγω	verb	PMN	to reach, stretch, stretch out
29.06.017	208.12	ὁμοίως	ὁμοίως	ὁμοίως	ὅμοιος	adjective	---^APM^---^APZ	like, resembling
29.06.018	208.13	δυσαρεστεῖν;	δυσαρεστεῖν	δυσαρεστεῖν	δυσαρεστέω	verb	PAN	suffer annoyance
29.06.019	209.01	ἀγρυπνῆσαι	ἀγρυπνῆσαι	ἀγρυπνῆσαι	ἀγρυπνέω	verb	AAN	to lie awake, be wakeful
29.06.020	209.02	δεῖ,	δεῖ	δεῖ	δέομαι	verb	PMI.2S	lack
29.06.021	209.03	πονῆσαι,	πονῆσαι	πονῆσαι	πονέω	verb	AAN	to work hard, do work, suffer toil
29.06.022	209.04	ἀπὸ	ἀπὸ	ἀπό	ἀπό	preposition	-	from, away from. c. gen.
29.06.023	209.05	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
29.06.024	209.06	οἰκείων	οἰκείων	οἰκείων	οἰκεῖος	adjective	GPF^GPY^GPX	in or of the house
29.06.025	209.07	ἀπελθεῖν,	ἀπελθεῖν	ἀπελθεῖν	ἀπέρχομαι	verb	AAN	to go away, depart from
29.06.026	209.08	ὑπὸ	ὑπὸ	ὑπό	ὑπό	preposition	-	from under, by, c. gen. under, c. dat., towards c. acc.
29.06.027	209.09	παιδαρίου	παιδαρίου	παιδαρίου	παιδάριον	noun	GSN	a young, little boy
29.06.028	209.10	καταφρονηθῆναι,	καταφρονηθῆναι	καταφρονηθῆναι	καταφρονέω	verb	APN^APN	to think down upon
29.06.029	209.11	ὑπὸ	ὑπὸ	ὑπό	ὑπό	preposition	-	from under, by, c. gen. under, c. dat., towards c. acc.
29.06.030	209.12	τῶν	τῶν	τῶν	ὁ	article	GPF^GPY	the
29.06.031	209.13	ἀπαντώντων	ἀπαντώντων	ἀπαντώντων	ἀπαντάω	verb	PAP.GP-^PAD.3P^PAP.GP-^PAD.3P	to meet
29.06.032	209.14	καταγελασθῆναι,	καταγελασθῆναι	καταγελασθῆναι	καταγελάω	verb	APN	to laugh at, jeer
29.06.033	209.15	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
29.06.034	209.16	παντὶ	παντὶ	παντί	πᾶς	adjective	DSY	all, the whole
29.06.035	209.17	ἧττον	ἧττον	ἧττον	ἥσσων	adverb@case	VSZC^SSNC	less, weaker
29.06.036	209.18	ἔχειν,	ἔχειν	ἔχειν	ἔχω	verb	PAN	to have
29.06.037	209.19	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
29.06.038	209.20	τιμῇ,	τιμῇ	τιμῇ	τιμή	noun	DSF	that which is paid in token of worth
29.06.039	209.21	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
29.06.040	209.22	ἀρχῇ,	ἀρχῇ	ἀρχῇ	ἀρχή	noun	DSF	a beginning, rule, office, empire
29.06.041	209.23	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
29.06.042	209.24	δίκῃ,	δίκῃ	δίκῃ	δίκη	adjective	DSF	(custom, usage) justice, lawsuit, penalty
29.06.043	209.25	ἐν	ἐν	ἐν	ἐν	preposition	-	in, among. c. dat.
29.06.044	209.26	πραγματίῳ	πραγματίῳ	πραγματίῳ	πραγμάτιον	noun	DSN	a trifling matter, petty lawsuit
29.06.045	209.27	παντί.	παντί	παντί	πᾶς	adjective	DSY	all, the whole
29.07.001	210.01	ταῦτα	ταῦτα	ταῦτα	οὗτος	pronoun	SPN	this; that
29.07.002	210.02	ἐπίσκεψαι.	ἐπίσκεψαι	ἐπίσκεψαι	ἐπισκέπτομαι	verb	AMD.2S	inspect, observe
29.07.003	211.01	εἰ	εἰ	εἰ	εἰ	conjunction	-	conj. if, whether; part. w/wishes, adv. w/imperatives
29.07.004	211.02	θέλεις	θέλεις	θέλεις	ἐθέλω	verb	PAI.2S	to will, wish, purpose
29.07.005	211.03	ἀντικαταλλάξασθαι	ἀντικαταλλάξασθαι	ἀντικαταλλάξασθαι	ἀντικαταλλάσσομαι	verb	AMN^AMN	to exchange
29.07.006	211.04	τούτων	τούτων	τούτων	οὗτος	pronoun	GPX	this; that
29.07.007	211.05	ἀπάθειαν,	ἀπάθειαν	ἀπάθειαν	ἀπάθεια	noun	ASF	want of sensation, insensibility
29.07.008	211.06	ἐλευθερίαν,	ἐλευθερίαν	ἐλευθερίαν	ἐλευθερία	noun	ASF	freedom, liberty
29.07.009	211.07	ἀταραξίαν:	ἀταραξίαν	ἀταραξίαν	ἀταραξία	noun	ASF	impassiveness, calmness
29.07.010	212.01	εἰ	εἰ	εἰ	εἰ	conjunction	-	conj. if, whether; part. w/wishes, adv. w/imperatives
29.07.011	212.02	δὲ	δὲ	δέ	δέ	particle	-	but
29.07.012	212.03	μή,	μή	μή	μή	conjunction	-	not
29.07.013	212.04	μὴ	μὴ	μή	μή	conjunction	-	not
29.07.014	212.05	προσάγαγε.	προσάγαγε	προσάγαγε	προσάγω	verb	AAD.2S^AAI.3S^AAI.3S	to bring to
29.07.015	213.01	μὴ	μὴ	μή	μή	conjunction	-	not
29.07.016	213.02	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
29.07.017	213.03	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
29.07.018	213.04	παιδία	παιδία	παιδία	παιδία	noun	SDF^NSF	childhood
29.07.019	213.05	νῦν	νῦν	νῦν	νῦν	adverb	-	now at this very time
29.07.020	213.06	φιλόσοφος,	φιλόσοφος	φιλόσοφος	φιλόσοφος	noun	NSM	a lover of wisdom
29.07.021	213.07	ὕστερον	ὕστερον	ὕστερον	ὕστερος	adjective	ASM^SSN	latter, last
29.07.022	213.08	δὲ	δὲ	δέ	δέ	particle	-	but
29.07.023	213.09	τελώνης,	τελώνης	τελώνης	τελώνης	noun	NSM	a tax collector
29.07.024	213.10	εἶτα	εἶτα	εἶτα	εἶτα	adverb	-	then, next
29.07.025	213.11	ῥήτωρ,	ῥήτωρ	ῥήτωρ	ῥήτωρ	noun	NSM	a public speaker, pleader
29.07.026	213.12	εἶτα	εἶτα	εἶτα	εἶτα	adverb	-	then, next
29.07.027	213.13	ἐπίτροπος	ἐπίτροπος	ἐπίτροπος	ἐπίτροπος	adjective	NSZ	one to whom a charge is entrusted, a trustee, administrator
29.07.028	213.14	Καίσαρος.	Καίσαρος	Καίσαρος	Καῖσαρ	proper	GSM	Caesar
29.07.029	214.01	ταῦτα	ταῦτα	ταῦτα	οὗτος	pronoun	SPN	this; that
29.07.030	214.02	οὐ	οὐ	οὐ	οὐ	adverb	-	not
29.07.031	214.03	συμφωνεῖ.	συμφωνεῖ	συμφωνεῖ	συμφωνέω	verb	PMI.2S^PAI.3S^PMI.2S^PAI.3S	to agree in sound, be in harmony
29.07.032	215.01	ἕνα	ἕνα	ἕνα	ἕνος	adjective	SPN^SDF^NSF	belonging to the former of two periods, last year's
29.07.033	215.02	σε	σε	σε	σύ	pronoun	AS-2	you (personal pronoun)
29.07.034	215.03	δεῖ	δεῖ	δεῖ	δέομαι	verb	PMI.2S	lack
29.07.035	215.04	ἄνθρωπον	ἄνθρωπον	ἄνθρωπον	ἄνθρωπος	noun	ASM	man, person, human
29.07.036	215.05	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.037	215.06	ἀγαθὸν	ἀγαθὸν	ἀγαθόν	ἀγαθός	adjective	ASM^SSN	good
29.07.038	215.07	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.039	215.08	κακὸν	κακὸν	κακόν	κακός	adjective	ASM^SSN	bad
29.07.040	215.09	εἶναι:	εἶναι	εἶναι	εἰμί	verb	PAN	to be
29.07.041	216.01	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.042	216.02	τὸ	τὸ	τό	ὁ	article	SSN	the
29.07.043	216.03	ἡγεμονικόν	ἡγεμονικόν	ἡγεμονικόν	ἡγεμονικός	adjective	ASM^SSN	ready to lead
29.07.044	216.04	σε	σε	σε	σύ	pronoun	AS-2	you (personal pronoun)
29.07.045	216.05	δεῖ	δεῖ	δεῖ	δέομαι	verb	PMI.2S	lack
29.07.046	216.06	ἐξεργάζεσθαι	ἐξεργάζεσθαι	ἐξεργάζεσθαι	ἐξεργάζομαι	verb	PMN^PMN	to work out, make completely, finish off, bring to perfection
29.07.047	216.07	τὸ	τὸ	τό	ὁ	article	SSN	the
29.07.048	216.08	σαυτοῦ	σαυτοῦ	σαυτοῦ	σαυτοῦ	pronoun	GSY^GSN^GSM	-
29.07.049	216.09	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.050	216.10	τὸ	τὸ	τό	ὁ	article	SSN	the
29.07.051	216.11	ἐκτὸς	ἐκτὸς	ἐκτός	ἐκτός	adverb	-	outside
29.07.052	216.12	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.053	216.13	περὶ	περὶ	περί	περί	preposition	-	around, round about with gen., dat., and acc.
29.07.054	216.14	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
29.07.055	216.15	ἔσω	ἔσω	ἔσω	ἔσω	adjective@indecl	-	to the interior
29.07.056	216.16	φιλοτεχνεῖν	φιλοτεχνεῖν	φιλοτεχνεῖν	φιλοτεχνέω	verb	PAN	to love art, practise an art
29.07.057	216.17	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.058	216.18	περὶ	περὶ	περί	περί	preposition	-	around, round about with gen., dat., and acc.
29.07.059	216.19	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
29.07.060	216.20	ἔξω:	ἔξω	ἔξω	ἔξω	adverb	-	out
29.07.061	217.01	τοῦτ’	τοῦτ’	τοῦτο	οὗτος	pronoun	SSN	this; that
29.07.062	217.02	ἔστιν	ἔστιν	ἐστί(ν)	εἰμί	verb	PAI.3S	to be
29.07.063	217.03	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.064	217.04	φιλοσόφου	φιλοσόφου	φιλοσόφου	φιλόσοφος	noun	GSM	a lover of wisdom
29.07.065	217.05	τάξιν	τάξιν	τάξιν	τάξις	noun	ASF	an arranging
29.07.066	217.06	ἐπέχειν	ἐπέχειν	ἐπέχειν	ἐπέχω	verb	PAN	to hold on; hold out; hold back; adjourn; occupy
29.07.067	217.07	ἢ	ἢ	ἤ	ἠέ	conjunction	-	ah!
29.07.068	217.08	ἰδιώτου.	ἰδιώτου	ἰδιώτου	ἰδιώτης	noun	GSM	a private person, an individual
30.01.001	218.01	τὰ	τὰ	τά	ὁ	article	APN^SPN^ADF^SDF	the
30.01.002	218.02	καθήκοντα	καθήκοντα	καθήκοντα	καθήκω	verb	PAP.SP-^PAP.AS-	to have come; to suit, to belong to, be one’s duty
30.01.003	218.03	ὡς	ὡς	ὡς	ὡς	conjunction	-	as, how
30.01.004	218.04	ἐπίπαν	ἐπίπαν	ἐπίπαν	ἐπίπαν	adverb	-	upon the whole, in general, on the average
30.01.005	218.05	ταῖς	ταῖς	ταῖς	ὁ	article	DPF	the
30.01.006	218.06	σχέσεσι	σχέσεσι	σχέσεσι	σχέσις	noun	DPF	a state, condition
30.01.007	218.07	παραμετρεῖται.	παραμετρεῖται	παραμετρεῖται	παραμετρέω	verb	PMI.3S^PMI.3S	to measure
30.01.008	219.01	πατήρ	πατήρ	πατήρ	πατήρ	noun	NSM	a father
30.01.009	219.02	ἐστιν:	ἐστιν	ἐστί(ν)	εἰμί	verb	PAI.3S	to be
30.01.010	220.01	ὑπαγορεύεται	ὑπαγορεύεται	ὑπαγορεύεται	ὑπαγορεύω	verb	PMI.3S^PMI.3S	to dictate
30.01.011	220.02	ἐπιμελεῖσθαι,	ἐπιμελεῖσθαι	ἐπιμελεῖσθαι	ἐπιμελέομαι	verb	PMN	to take care of, have charge of, have the management of
30.01.012	220.03	παραχωρεῖν	παραχωρεῖν	παραχωρεῖν	παραχωρέω	verb	PAN^PAN	to go aside, make room, give place, retire
30.01.013	220.04	ἁπάντων,	ἁπάντων	ἁπάντων	ἅπας	adjective	GPY	quite all, the whole
30.01.014	220.05	ἀνέχεσθαι	ἀνέχεσθαι	ἀνέχεσθαι	ἀνέχω	verb	PMN	to hold up; (mid.) endure, put up with
30.01.015	220.06	λοιδοροῦντος,	λοιδοροῦντος	λοιδοροῦντος	λοιδορέω	verb	PAP.GS-	to abuse, revile
30.01.016	220.07	παίοντος.	παίοντος	παίοντος	παίω	verb	PAP.GS-	to strike, smite
30.01.017	221.01	«ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	otherwise, but
30.01.018	221.02	πατὴρ	πατὴρ	πατήρ	πατήρ	noun	NSM	a father
30.01.019	221.03	κακός	κακός	κακός	κακός	adjective	NSM	bad
30.01.020	221.04	ἐστι.»	ἐστι	ἐστί(ν)	εἰμί	verb	PAI.3S	to be
30.01.021	222.01	μή	μή	μή	μή	conjunction	-	not
30.01.022	222.02	τι	τι	τι	τις	pronoun	SSN	any one, any thing, some one, some thing;
30.01.023	222.03	οὖν	οὖν	οὖν	οὖν	particle	-	so, then, therefore
30.01.024	222.04	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
30.01.025	222.05	ἀγαθὸν	ἀγαθὸν	ἀγαθόν	ἀγαθός	adjective	ASM^SSN	good
30.01.026	222.06	πατέρα	πατέρα	πατέρα	πατήρ	noun	ASM	a father
30.01.027	222.07	φύσει	φύσει	φύσει	φύσις	noun	SDF^DSF^DSF	the nature, natural qualities, powers, constitution, condition
30.01.028	222.08	ᾠκειώθης;	ᾠκειώθης	ᾠκειώθης	οἰκειόω	verb	API.2S	to make one's own
30.01.029	223.01	ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά	adverb	-	otherwise, but
30.01.030	223.02	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
30.01.031	223.03	πατέρα.	πατέρα	πατέρα	πατήρ	noun	ASM	a father
30.01.032	224.01	«ὁ	ὁ	ὁ	ὁ	article	NSM	the
30.01.033	224.02	ἀδελφὸς	ἀδελφὸς	ἀδελφός	ἀδελφός	adjective	NSM	(of the same mother) brother; adj brotherly, sisterly, akin
30.01.034	224.03	ἀδικεῖ.»	ἀδικεῖ	ἀδικεῖ	ἀδικέω	verb	PMI.2S^PAI.3S	to do wrong
30.01.035	225.01	τήρει	τήρει	τήρει	τηρέω	verb	PAD.2S^IAI.3S	to watch over, protect, guard
30.01.036	225.02	τοιγαροῦν	τοιγαροῦν	τοιγαροῦν	τοιγάρ	particle	-	so then, wherefore, therefore, accordingly
30.01.037	225.03	τὴν	τὴν	τήν	ὁ	article	ASF	the
30.01.038	225.04	τάξιν	τάξιν	τάξιν	τάξις	noun	ASF	an arranging
30.01.039	225.05	τὴν	τὴν	τήν	ὁ	article	ASF	the
30.01.040	225.06	σεαυτοῦ	σεαυτοῦ	σεαυτοῦ	σαυτοῦ	pronoun	GSY^GSN^GSM	-
30.01.041	225.07	πρὸς	πρὸς	πρός	πρός	preposition	-	(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding
30.01.042	225.08	αὐτὸν	αὐτὸν	αὐτόν	αὐτός	pronoun	ASM	unemph. 3rd pers.pronoun; -self; [the] same
30.01.043	225.09	μηδὲ	μηδὲ	μηδέ	μηδέ	particle	-	but not
30.01.044	225.10	σκόπει,	σκόπει	σκόπει	σκοπάω	verb	PAD.2S^IAI.3S	-
30.01.045	225.11	τί	τί	τί	τίς	pronoun	SSN	who? which?
30.01.046	225.12	ἐκεῖνος	ἐκεῖνος	ἐκεῖνος	ἐκεῖνος	pronoun	NSM	that over there, that
